company_id,term_str,n
10,statistical,1
10,step,8
10,strength,1
10,styles,1
10,success,1
10,swift,1
10,technology,1
10,thread,1
10,today,3
10,toxic,1
10,transfer,1
10,turn,1
10,us,2
10,use,3
10,value,1
10,variable,3
10,variables,1
10,variations,1
10,way,2
10,weight,1
10,willingness,1
10,working,2
10,world,1
10,zinc,5
12,aac,22
12,access,2
12,accord,1
12,accordance,1
12,activities,4
12,adapter,3
12,adaptor,1
12,addition,1
12,address,2
12,addresses,2
12,addresswww,2
12,aisin,13
12,aisinauto,2
12,america,2
12,appreciate,1
12,appreciation,1
12,assembly,3
12,august,1
12,auto,4
12,automobile,3
12,automotive,6
12,avalon,2
12,award,2
12,body,8
12,bots,2
12,bracket,1
12,brand,2
12,browser,2
12,business,9
12,bycloudflare,2
12,cam,1
12,camry,12
12,carrier,1
12,case,2
12,cast,4
12,casting,6
12,certification,2
12,chain,1
12,chevrolet,1
12,cleanup,1
12,click,2
12,cloudflare,6
12,collaboration,1
12,commitment,3
12,community,6
12,companies,3
12,company,7
12,components,6
12,conservation,1
12,contact,1
12,control,3
12,converter,2
12,cookouts,1
12,corolla,1
12,corvette,1
12,cover,4
12,crankcase,1
12,customer,1
12,customers,2
12,cylinder,4
12,demands,2
12,drive,2
12,earth,1
12,efforts,2
12,email,7
12,energy,1
12,engine,2
12,engines,3
12,environment,4
12,everyone,2
12,extension,1
12,facility,1
12,fan,1
12,february,1
12,first,5
12,function,2
12,furnaces,1
12,gas,1
12,gear,1
12,general,2
12,goals,1
12,group,6
12,honda,2
12,housing,5
12,id,2
12,impact,1
12,improvement,2
12,individual,1
12,information,1
12,ip,2
12,iso,1
12,items,1
12,january,1
12,javascript,2
12,labs,1
12,leader,2
12,legislation,1
12,lexus,3
12,liter,4
12,llc,6
12,lower,3
12,maintenance,2
12,management,1
12,manufactured,1
12,manufacturers,3
12,manufacturing,2
12,master,4
12,matrix,1
12,melt,1
12,members,1
12,message,1
12,motor,4
12,motors,2
12,name,1
12,needs,1
12,nissan,2
12,north,2
12,november,1
12,number,3
12,oil,11
12,order,6
12,page,4
12,pan,3
12,part,2
12,parts,18
12,people,1
12,picnics,1
12,plant,2
12,plunger,4
12,policy,4
12,pollution,1
12,prevention,2
12,principle,4
12,process,6
12,product,1
12,production,3
12,products,2
12,protection,2
12,pump,12
12,pumps,4
12,quality,12
12,ray,2
12,rear,1
12,recommendation,1
12,reducing,1
12,reduction,1
12,registration,1
12,regulations,1
12,reliability,2
12,requirements,1
12,respect,2
12,reusing,1
12,s,2
12,satisfaction,1
12,saturn,1
12,security,3
12,sense,1
12,services,2
12,sienna,4
12,silverado,1
12,society,1
12,states,3
12,stator,1
12,status,1
12,surrounding,1
12,suv,1
12,system,9
12,tacoma,8
12,target,1
12,targets,1
12,team,1
12,technology,2
12,timing,1
12,torque,1
12,toyota,2
12,transaxle,1
12,transmission,6
12,treatment,1
12,tundra,12
12,turn,3
12,underwriters,1
12,united,3
12,upper,1
12,us,1
12,usage,1
12,valve,6
12,variation,1
12,varieties,2
12,variety,3
12,vehicle,3
12,vehicles,3
12,vue,1
12,waste,3
12,water,10
12,way,2
12,ways,1
12,website,4
12,wheel,1
12,worm,1
14,address,1
14,alexander,1
14,alloys,3
14,alpha,5
14,aluminum,1
14,america,6
14,andinnovation,1
14,beginning,1
14,benefits,1
14,blind,1
14,call,2
14,cases,2
14,cast,1
14,casting,17
14,castings,3
14,certifiedped,1
14,companies,1
14,company,1
14,compliant,1
14,contact,3
14,control,1
14,cost,3
14,country,1
14,couple,1
14,custom,4
14,customer,1
14,customers,3
14,decades,2
14,december,1
14,design,6
14,designs,5
14,dominance,1
14,drop,1
14,e,1
14,economy,1
14,edison,1
14,engineering,1
14,features,1
14,field,1
14,finish,1
14,ford,1
14,foundry,1
14,freedom,2
14,government,1
14,hamilton,3
14,heap,1
14,henry,1
14,history,1
14,holes,2
14,house,1
14,hundreds,3
14,inch,1
14,inches,1
14,independence,1
14,industrial,1
14,industry,1
14,innovation,2
14,intricate,1
14,investment,13
14,iso,1
14,jobs,1
14,let,1
14,life,1
14,logos,2
14,lot,1
14,manufacturers,1
14,manufacturing,4
14,means,1
14,methods,5
14,micro,1
14,mining,1
14,name,1
14,names,1
14,needs,1
14,number,1
14,office,2
14,oil,1
14,ok,1
14,operations,2
14,others,1
14,part,5
14,partner,1
14,partnership,1
14,partnerships,1
14,parts,2
14,phone,1
14,potential,1
14,pride,3
14,priorities,1
14,process,5
14,profiles,1
14,quality,7
14,reliability,1
14,repairs,1
14,repeatability,3
14,report,4
14,representatives,1
14,s,1
14,shoot,1
14,simplest,1
14,someone,1
14,splines,1
14,st,1
14,staff,5
14,standard,1
14,substitution,1
14,surface,1
14,technology,2
14,texts,1
14,thomas,1
14,thru,1
14,tolerances,5
14,tool,1
14,tooling,3
14,tulsa,1
14,unique,1
14,us,2
14,variation,1
14,verbiage,1
14,vision,2
14,waste,1
14,wax,1
14,way,1
14,weldments,1
14,world,1
14,yields,1
15,address,3
15,air,2
15,aluminum,5
15,applications,1
15,arm,1
15,assembly,1
15,assist,1
15,auto,1
15,autocrown,2
15,automated,1
15,axis,1
15,balls,1
15,bbs,1
15,bending,3
15,blank,1
15,blanks,2
15,blast,2
15,brake,2
15,brakes,1
15,brands,1
15,brass,2
15,building,1
15,bulk,1
15,business,1
15,byelegant,3
15,bywordpress,10
15,cad,1
15,capabilities,1
15,capability,1
15,capacities,1
15,carbon,1
15,card,1
15,casting,3
15,castings,1
15,change,1
15,cincinnati,5
15,cleaning,2
15,cnc,4
15,comfax,2
15,compensation,1
15,computer,1
15,cones,1
15,construction,1
15,contact,1
15,control,1
15,controls,1
15,copper,1
15,cost,1
15,ctdubuque,2
15,custom,2
15,customers,2
15,cut,1
15,cutting,4
15,cylinders,2
15,designed,3
15,developments,1
15,dewars,1
15,die,2
15,dies,2
15,dynamic,2
15,email,1
15,employees,1
15,encoders,1
15,end,1
15,equipment,3
15,fabrication,1
15,family,1
15,fast,1
15,features,2
15,feed,1
15,feedback,1
15,feet,2
15,fiber,1
15,finish,1
15,finishing,3
15,flash,1
15,form,1
15,forming,2
15,gallery,1
15,gas,1
15,gases,1
15,gauge,2
15,gauges,1
15,ground,1
15,handling,1
15,hardware,1
15,head,1
15,heat,1
15,highway,1
15,house,2
15,hydraulic,1
15,ia,2
15,inc,1
15,incorporated,2
15,industries,6
15,inhibitor,2
15,inspection,2
15,installed,2
15,inventory,1
15,involves,1
15,ipm,1
15,j,1
15,jewelry,1
15,job,2
15,knives,1
15,l,1
15,laser,12
15,length,1
15,lengths,1
15,lens,1
15,line,1
15,liquid,1
15,look,1
15,machine,2
15,machinery,1
15,machines,2
15,magnet,1
15,material,2
15,materials,1
15,maxform,1
15,media,2
15,messagemessage,1
15,metals,1
15,micro,1
15,mild,1
15,mill,1
15,minute,1
15,mitutoyo,1
15,mix,1
15,model,2
15,motor,1
15,motors,1
15,name,1
15,nitrex,1
15,number,1
15,offline,1
15,oil,2
15,ojo,1
15,openings,1
15,oxygen,1
15,p,1
15,pallets,1
15,part,1
15,parts,6
15,pattern,1
15,pcs,1
15,people,1
15,performance,1
15,photo,1
15,piece,1
15,pieces,1
15,plasma,3
15,plastic,1
15,plating,1
15,power,2
15,powered,10
15,prc,1
15,precision,3
15,presses,1
15,process,2
15,processing,1
15,production,2
15,profilometer,1
15,programming,1
15,pronest,1
15,protection,1
15,punch,1
15,punching,2
15,q,1
15,quality,2
15,quantities,2
15,ranks,1
15,rate,1
15,relationship,1
15,relationships,1
15,requirements,1
15,resonator,1
15,robot,1
15,rock,1
15,rolling,1
15,run,2
15,runs,1
15,rust,4
15,rv,1
15,saucers,1
15,savings,1
15,sawing,1
15,scale,2
15,segment,1
15,selection,2
15,services,1
15,shear,1
15,shearing,2
15,shop,3
15,shot,4
15,slag,1
15,software,2
15,soildworks,1
15,speed,1
15,ss,1
15,stainless,2
15,stamping,2
15,stampings,2
15,steel,10
15,stock,1
15,strokes,1
15,styles,1
15,suite,1
15,synergy,2
15,sz,1
15,tables,1
15,technology,1
15,thickness,1
15,thru,2
15,tolerance,1
15,ton,4
15,tonnage,1
15,tons,1
15,tool,2
15,top,1
15,translates,1
15,treat,1
15,triangles,1
15,tsi,6
15,tumble,1
15,unipunch,1
15,us,1
15,use,1
15,users,1
15,vee,1
15,verification,1
15,vibratory,4
15,water,1
15,watt,1
15,welding,1
15,whether,1
15,wilson,1
15,wood,1
15,work,1
15,world,2
15,x,1
15,ѩvȁ,1
15,ռ,1
15,ڦr,1
22,access,1
22,action,1
22,address,1
22,advanced,1
22,alloy,2
22,attitude,1
22,bake,1
22,bed,1
22,brian,1
22,brianc,1
22,build,1
22,cam,1
22,cast,3
22,castings,1
22,clapham,1
22,cnc,1
22,com,2
22,coming,1
22,contact,1
22,coring,1
22,covingtovice,1
22,customer,3
22,customers,1
22,dalyinkster,6
22,data,2
22,deep,1
22,department,1
22,design,2
22,die,1
22,directions,1
22,don,1
22,draw,1
22,email,2
22,experience,2
22,extensive,1
22,facility,1
22,fax,6
22,feet,1
22,flask,1
22,foam,1
22,form,1
22,formats,2
22,foundry,1
22,ftp,1
22,furnaces,1
22,get,1
22,hardsand,1
22,industry,2
22,john,6
22,kirksite,1
22,lb,2
22,load,1
22,long,1
22,machining,1
22,melting,1
22,mi,1
22,michigan,5
22,name,1
22,new,1
22,only,1
22,part,1
22,partnership,1
22,password,1
22,pattern,1
22,phone,6
22,portal,1
22,president,2
22,proto,3
22,protocast,2
22,quality,1
22,range,1
22,restricted,1
22,reverse,1
22,s,1
22,services,2
22,shipments,1
22,site,2
22,sizes,1
22,software,1
22,soon,1
22,specification,1
22,specifications,1
22,stake,1
22,stamping,2
22,star,1
22,steel,1
22,subject,1
22,technology,1
22,three,1
22,time,1
22,tool,2
22,tooling,1
22,tools,2
22,transportation,1
22,us,1
22,western,1
22,years,1
22,zinc,1
22,â,2
37,address,1
37,air,1
37,all,1
37,application,1
37,ave,1
37,base,1
37,buckles,1
37,capability,1
37,caps,1
37,cast,3
37,castall,2
37,casting,2
37,castings,1
37,com,2
37,contact,2
37,corners,1
37,corp,1
37,cost,3
37,craft,1
37,custom,2
37,customer,2
37,customers,3
37,die,5
37,diverse,1
37,door,3
37,email,1
37,end,1
37,expectations,1
37,experience,1
37,fax,1
37,form,1
37,goal,1
37,great,1
37,hardware,2
37,house,1
37,inception,1
37,industry,1
37,info,1
37,injection,4
37,integrity,1
37,items,1
37,jobs,1
37,latches,1
37,liberty,1
37,life,1
37,lines,1
37,list,1
37,made,1
37,manufacturers,1
37,market,1
37,materials,1
37,message,1
37,mineola,2
37,mold,1
37,molding,2
37,molds,2
37,name,1
37,needs,2
37,novelty,1
37,ny,2
37,ones,1
37,operations,1
37,part,1
37,partner,1
37,parts,6
37,period,1
37,phone,1
37,plastic,3
37,principle,1
37,product,1
37,production,1
37,products,1
37,prototyping,1
37,quality,2
37,quotation,1
37,resins,1
37,room,1
37,s,1
37,savings,1
37,seat,1
37,service,1
37,site,1
37,specialty,1
37,stakes,1
37,step,1
37,subject,1
37,tilt,1
37,time,2
37,today,1
37,tool,1
37,tooling,1
37,trade,1
37,u,1
37,us,2
37,variety,1
37,vinyl,1
37,volume,1
37,way,2
37,web,1
37,window,5
37,www,1
37,zinc,4
43,ability,1
43,annoucements,1
43,announcements,1
43,assemblies,1
43,automakers,1
43,award,5
43,brake,1
43,braking,1
43,brighter,1
43,building,1
43,business,2
43,byexcellence,1
43,byitmg,7
43,capabilities,2
43,certificate,9
43,chain,1
43,chassis,1
43,closings,3
43,combination,1
43,commitment,1
43,company,2
43,component,2
43,components,6
43,compressor,2
43,condition,1
43,conditions,2
43,contact,2
43,control,2
43,cost,2
43,cst,14
43,customers,2
43,delivery,4
43,diversity,2
43,drive,2
43,driven,1
43,drivetrain,2
43,emergency,4
43,employee,1
43,engine,1
43,event,1
43,excellence,2
43,excellent,1
43,expertise,1
43,fill,1
43,fm,1
43,forms,1
43,fostering,1
43,founded,1
43,future,1
43,goods,1
43,group,1
43,history,1
43,honda,3
43,hvac,1
43,il,14
43,impact,1
43,improvement,1
43,inc,1
43,inclusivity,1
43,industry,2
43,intention,1
43,join,1
43,main,7
43,management,1
43,manufacturing,4
43,march,1
43,mattoon,15
43,minority,1
43,mostprecise,1
43,mpmi,17
43,names,1
43,navigation,7
43,ntn,4
43,oems,3
43,optimization,1
43,partner,2
43,parts,4
43,performance,1
43,precision,4
43,presidential,1
43,process,1
43,productivity,1
43,products,1
43,quality,10
43,quote,1
43,radio,1
43,ratedoems,1
43,read,1
43,reason,1
43,regardless,1
43,responsibility,1
43,rights,7
43,s,16
43,see,1
43,services,1
43,society,1
43,station,1
43,street,14
43,subaru,2
43,supplier,3
43,suppliers,1
43,supply,1
43,suspension,2
43,sustainability,2
43,t,1
43,team,2
43,testing,1
43,thesupply,1
43,theworlds,1
43,tier,6
43,times,1
43,today,1
43,toyota,5
43,trust,1
43,trusted,1
43,us,2
43,value,1
43,variety,1
43,vendors,1
43,weather,3
43,website,7
43,wmci,1
43,world,3
43,yourfuture,1
44,accuracy,1
44,achieve,2
44,advantages,1
44,afield,1
44,agreement,6
44,allan,1
44,alloys,3
44,artifacts,1
44,assembly,2
44,associations,1
44,auckland,2
44,australia,1
44,benefits,2
44,bottom,1
44,brochure,6
44,cad,6
44,capability,6
44,care,1
44,casting,6
44,castings,12
44,certificates,1
44,chemical,2
44,choosesupreme,1
44,circumstances,1
44,cmm,2
44,cnc,1
44,coatings,2
44,company,1
44,component,2
44,components,1
44,constraints,1
44,consultation,5
44,contact,2
44,cost,1
44,costs,1
44,customer,5
44,customers,4
44,data,2
44,density,1
44,deposition,1
44,design,4
44,designs,3
44,development,1
44,deviations,1
44,document,6
44,downloads,6
44,drawing,1
44,drawings,6
44,e,1
44,effort,1
44,engineering,1
44,eric,1
44,evaluation,1
44,experience,1
44,experienced,2
44,expertise,2
44,fabrication,3
44,fdm,1
44,fff,1
44,filament,1
44,file,1
44,finish,3
44,finishes,2
44,finishing,2
44,foam,3
44,focus,1
44,forming,1
44,foundry,2
44,fully,1
44,furnace,1
44,gallery,1
44,general,1
44,get,7
44,grams,2
44,heat,4
44,helping,3
44,identification,1
44,improvements,1
44,in,1
44,inch,2
44,includes,1
44,induction,1
44,industry,3
44,inspection,3
44,integrity,1
44,investment,4
44,ip,6
44,julian,1
44,kg,1
44,lamination,1
44,lb,1
44,legacy,1
44,limits,1
44,line,1
44,lines,1
44,ltd,1
44,machinability,1
44,machining,4
44,manufacture,1
44,materials,2
44,metal,6
44,metallurgy,1
44,method,1
44,methodologies,2
44,methodology,1
44,micrometres,1
44,mm,5
44,modelling,1
44,multitude,1
44,new,3
44,notes,1
44,number,1
44,oem,1
44,offers,1
44,or,5
44,our,1
44,oz,1
44,part,4
44,partnering,1
44,parts,2
44,people,1
44,phase,1
44,pla,1
44,planning,5
44,plans,1
44,platt,2
44,popularity,1
44,precision,6
44,prices,1
44,print,1
44,printers,1
44,printing,4
44,process,4
44,production,2
44,products,2
44,profile,1
44,protection,6
44,prototype,2
44,prototypes,2
44,prototyping,2
44,quality,6
44,quantities,1
44,range,3
44,rapid,1
44,reduction,1
44,release,1
44,reliability,2
44,reports,3
44,requirements,2
44,results,1
44,run,1
44,russell,1
44,safety,2
44,samples,1
44,savings,1
44,say,1
44,sectors,3
44,send,2
44,service,1
44,services,1
44,shape,1
44,signs,1
44,simplification,1
44,sizes,1
44,skill,1
44,solution,1
44,solutions,1
44,specialists,1
44,standards,1
44,states,1
44,steps,1
44,strategic,1
44,success,3
44,supplies,1
44,support,1
44,supreme,9
44,surface,3
44,surfaces,1
44,technologies,1
44,tensile,1
44,terms,7
44,testing,3
44,tidy,1
44,time,1
44,tolerances,1
44,touch,1
44,traceability,2
44,trade,6
44,treatment,4
44,twardowski,1
44,u,1
44,us,6
44,vacuum,1
44,variety,1
44,verification,1
44,view,1
44,volume,1
44,wax,4
44,weight,2
44,welcome,1
44,workforce,1
44,x,4
44,years,2
44,you,2
44,zealand,3
44,μin,1
49,a,13
49,agricultural,1
49,aluminium,5
49,am,1
49,antiques,2
49,anything,2
49,apprenticeship,1
49,architectural,3
49,art,18
49,artist,2
49,artists,2
49,artworks,2
49,aspects,2
49,australia,1
49,b,1
49,bits,2
49,blades,6
49,box,1
49,brand,1
49,brands,2
49,brass,4
49,brett,5
49,bridge,2
49,broaches,2
49,bronze,10
49,building,1
49,bushes,2
49,c,4
49,carbide,2
49,cast,2
49,casting,8
49,castings,4
49,centre,1
49,chipper,2
49,chisels,2
49,city,2
49,click,1
49,colabs,1
49,collectables,6
49,company,2
49,concept,2
49,conservation,4
49,copper,5
49,councils,2
49,courteney,1
49,creative,1
49,creatives,4
49,curiosity,4
49,cutters,4
49,d,2
49,decade,1
49,defence,1
49,design,9
49,designer,2
49,dibble,2
49,dieset,2
49,e,11
49,enables,1
49,energy,1
49,engineering,2
49,enquiries,1
49,exhibitions,1
49,experience,6
49,f,1
49,facades,2
49,factory,2
49,fitments,1
49,floristry,1
49,forms,1
49,foundry,11
49,foundryman,4
49,furniture,1
49,g,3
49,galleries,1
49,gallery,4
49,gallerypopups,1
49,gallerythe,2
49,garden,3
49,gas,1
49,godley,1
49,government,2
49,grinding,7
49,grooving,2
49,guillotine,2
49,h,2
49,handles,1
49,handsaws,2
49,hardware,1
49,heavy,16
49,heavymetal,1
49,hole,2
49,holesaws,2
49,hss,6
49,hutt,2
49,hyde,2
49,imagination,2
49,industrial,2
49,industries,3
49,info,1
49,inspires,1
49,j,2
49,jen,4
49,jewellery,7
49,jiffy,4
49,john,1
49,knives,2
49,kopu,2
49,l,3
49,lettering,1
49,life,1
49,limit,2
49,limited,2
49,linbide,6
49,london,2
49,lost,2
49,lower,2
49,m,4
49,machine,4
49,mail,1
49,maintenance,2
49,making,2
49,manufacture,6
49,manufacturing,1
49,maori,4
49,maoriana,4
49,marine,1
49,master,2
49,memorial,2
49,memorials,5
49,metal,46
49,metalogy,3
49,metalwork,2
49,metalworks,2
49,mining,1
49,mirrors,1
49,modernist,2
49,monuments,2
49,mould,4
49,moulders,2
49,moulding,1
49,my,1
49,n,6
49,name,1
49,neales,1
49,net,1
49,new,7
49,nf,1
49,ni,1
49,nm,1
49,nz,5
49,nzta,2
49,o,8
49,object,4
49,oil,1
49,ornamental,1
49,park,2
49,parkside,1
49,part,2
49,passion,1
49,paul,2
49,petone,1
49,phone,1
49,pins,2
49,placewellington,1
49,planer,2
49,plaques,2
49,plastic,1
49,polishing,1
49,precision,7
49,principals,2
49,process,2
49,product,7
49,professional,2
49,profile,2
49,projects,3
49,protection,2
49,pump,1
49,r,11
49,range,9
49,rangitaawa,4
49,region,2
49,renewable,1
49,repair,8
49,requirements,2
49,restoration,8
49,restoring,2
49,retro,3
49,road,1
49,robotics,1
49,roof,2
49,rotational,1
49,rotor,2
49,router,4
49,s,7
49,sand,2
49,sandblasting,2
49,saw,2
49,saws,10
49,sculptor,2
49,sculpture,4
49,seaview,1
49,sector,1
49,selection,4
49,service,6
49,services,2
49,shapes,1
49,sharpening,1
49,shop,4
49,signage,1
49,size,2
49,sizes,3
49,spindle,2
49,stand,2
49,stark,6
49,starret,2
49,starrett,4
49,stock,2
49,stocks,2
49,studio,2
49,t,14
49,tct,4
49,teko,4
49,television,1
49,terms,2
49,thames,2
49,theheavymetalco,1
49,tiles,1
49,time,1
49,tipped,2
49,tonne,2
49,tool,2
49,tools,8
49,traditional,2
49,transportation,1
49,tripod,1
49,tungsten,2
49,types,2
49,u,2
49,v,1
49,valve,1
49,vintage,7
49,w,3
49,war,2
49,waterson,4
49,wax,2
49,welding,2
49,wellington,7
49,weta,1
49,work,4
49,works,1
49,workshop,4
49,workshops,2
49,y,3
49,years,5
49,zealand,8
52,alloy,20
52,anodes,1
52,applications,1
52,baycast,82
52,boat,3
52,bollard,3
52,browsing,1
