term_str,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09
access domain,0.10000000000334257,0.10000000000644302,0.10000000000476338,0.10000000000336481,8.099999999965668,0.10000000000100782,0.10000000000445891,0.10000000000424891,0.10000000000377134,0.10000000000153089
access domains,0.10000000000334257,0.10000000000644302,0.10000000000476338,0.10000000000336481,8.099999999965668,0.10000000000100782,0.10000000000445891,0.10000000000424891,0.10000000000377134,0.10000000000153089
access email,0.10000000002202582,0.10000000004243083,35.0999999997861,0.10000000002212107,0.1000000000271662,0.1000000000066359,0.10000000002937881,0.10000000002799075,0.10000000002485351,0.10000000001008577
access information,0.10000000001652963,0.1000182260695135,0.1000009397856511,10.099971415173083,0.10000000002040202,0.10000418146977538,0.10000424942630716,0.10000000002101272,0.10000098800687421,0.10000000000756806
access use,0.1000000000073961,4.900852512008857,0.10000517424915602,4.299131124184265,0.10000000000912364,0.1000000000022293,0.10001118951442681,0.10000000000939975,0.10000000000834135,0.10000000000338621
access website,0.10000000000671228,5.099955696405319,0.1000004819742282,0.10004382157195263,0.10000000000828282,0.10000000000202446,0.1000000000089529,0.1000000000085283,0.10000000000757492,0.10000000000307258
accessibility,0.10000000005334043,0.1000183772580582,0.1000000000759731,0.10000000005358482,0.10000000006568299,0.10000449014446244,7.099977132193712,0.10000000006783819,0.1000000000601484,0.10000000002438916
accessories,4.293222639373862,0.1000034482261518,0.10001116103036638,0.10000328135288597,9.06401384159234,0.10002993558593856,5.667118235789376,0.3755783086590865,0.10000538518563494,0.10001376318933007
accordance,5.888482455970018,0.10007477165459372,3.3628846881565275,6.769682226732054,0.10002862878595797,8.378753684284144,0.10002764035096535,0.10000687828396983,0.10003030959612391,0.10002871616474239
accordance laws,0.10000000002576201,0.10012441558635825,4.099830258763558,0.10003591363254823,0.10000000003175825,0.10000264918808686,0.10000676269078512,0.10000000003271715,0.10000000002903331,0.10000000001179117
account,0.10000895232692428,0.10000314906364528,0.10000000010621929,10.206789785970116,10.634866899280055,0.10000390892658395,4.458285878973176,0.10000262559023973,0.10001554115552874,0.10002325859791178
accountability,0.10000347359043396,0.10000506352301634,0.10001173835477625,0.10000244606238008,0.10000000005944991,5.09997727820102,0.10000000006427275,0.10000000006124359,0.10000000005441316,0.10000000002205514
accounting,0.10000095201275788,0.10001998266851671,0.10000333942578929,0.10002523375065964,0.10000000052428847,6.089887901624487,0.10003175174882264,0.10000000054029827,0.10000000047953433,1.1100308372090537
accounts,0.10000000004708892,0.10005214351566362,0.10000194465859424,0.10001332154937181,0.10000056757961079,0.1000032062087741,7.099928816302156,0.10000000005979717,0.10000000005307288,0.10000000002154373
accuracy,0.1000295693824772,8.820759989444472,0.10001686246606278,3.276713545480071,0.10001319643604133,5.875468253277849,0.10000579833885713,0.10000141240185424,0.10001703248892779,18.426974340266817
acids,0.10004997585880393,0.10000000059053638,0.10000000043693053,0.10001310445087876,0.10001131296787662,0.10000000009246546,0.10002902717604455,0.10000623727248441,0.10011788415246647,5.099772456985534
acknowledgment,0.10000000001524495,0.10000310948718288,0.10000000002170276,1.0999967903234442,0.10000000001879279,0.10000000000459205,0.10000000002032858,3.1000001000804627,0.10000000001718581,0.100000000006979
acquisition,0.10000491781881916,0.10000000007061172,0.10000654140602959,1.1718474953464055,0.10000048733525665,4.02811216701497,0.1000048155364928,0.10000629996916431,0.10000000004141259,0.10001727544917648
acracast,0.1000080200002409,0.10000218092013408,0.10000000016256123,0.1000000001145754,0.10001388661993614,31.099933369443484,0.10000247838264868,0.1000000001450024,0.10001836993137526,0.10002169426948497
acracast com,0.1000080200002409,0.10000218092013408,0.10000000016256123,0.1000000001145754,0.10001388661993614,31.099933369443484,0.10000247838264868,0.1000000001450024,0.10001836993137526,0.10002169426948497
acres,0.10000095240420996,0.10000000047295964,0.10000000034947674,0.10000000024612767,1.1145136684600963,0.10011272468824271,5.085213428287777,0.10004016201877246,0.10004833204577021,0.10007073098929356
act,0.10000000008710415,3.0999005756873546,1.0999640004497107,0.1001095053995946,0.1000195615873507,0.1000000000262743,0.10000035390672309,3.1000060027065017,0.10000000009827453,0.10000000003987458
action,3.0893622456943963,4.813915242991626,0.10000678887212722,5.56826076978067,1.46430569423822,4.592380097720571,1.0717192767587405,0.10000064258284233,0.10000158168657311,0.10004765965350848
actions,0.10001336903402297,3.1966986368692383,0.10000000007780348,0.10003887492404594,0.10000000006737468,4.00323789655986,0.10000000007284413,0.10000000006943503,0.10000932849869423,0.10000189381595546
activities,2.270442282844552,0.10000835643795468,0.10000477644436422,0.1000017222826727,0.10000838864732352,13.929516467921877,0.1000076271542301,0.10000486941961591,0.10000000007517625,0.10000550876239261
activity,1.0999196293597509,0.10002877545549621,5.09996833958845,6.100018830979725,0.10000000016264535,0.10003174457333829,0.1000034286969954,0.10000000016758984,0.10002550238721784,0.10000374861448744
acts,2.0998925796360366,0.10009350552726486,0.10000000010812571,2.1000013536123667,0.10000000009347966,0.10001256069562496,0.10000000010118405,0.10000000009633395,0.10000000008564032,0.10000000003474459
adapter,0.10001271051642666,0.10001256900395421,5.0633296831293935,0.10001246682253852,1.1366251152165485,0.10000569011290716,0.10000308633630525,0.10000000012532542,1.0999986786828573,0.10000000004516194
adapters,0.10000256403512661,0.10000918165368732,7.945347223063068,0.1000000001503988,0.10013216731147818,0.10000028167147644,0.1000018942526563,1.2545028409575776,0.10000384682579785,0.10000000006872807
addition,18.126438292292946,0.1000310302923863,3.1364871328961685,6.387502755141927,9.935137783324642,26.255531097821425,0.10002200132298897,23.409818297848837,13.777856796942398,15.771174812095989
addition customer,0.10001449107670426,0.10000020075768479,0.10000042856811556,0.10000016320113884,0.10000000004245903,0.10000215581898315,0.10000000004593187,7.084315184528588,0.10000041184051325,1.1156669641117651
addition manufacturing,0.10000000000904012,0.10000000001740879,0.10000000001287092,0.10000000000907008,0.10000000001114728,0.1000001113250279,0.10000000001205565,12.09999988858767,0.10000000001020169,0.10000000000413965
address,0.100003099401654,0.10000674549514396,46.542888860083586,88.29043773489036,15.888826571525804,7.985706918890118,0.10000872303547459,0.10000534231193997,6.792092541247746,0.10002346310233177
address information,0.10000000000641557,0.1000055223632411,0.10000000000914079,7.099993835247504,0.1000000000079125,0.10000000000193533,0.10000064234357632,0.10000000000815257,0.10000000000725921,0.10000000000293607
address phone,0.10000000022678067,0.1000000004367699,3.724168567338877,5.570156170552803,0.10004535371049986,5.005589140860219,0.1000000003026582,0.10000242460801853,0.10000590320497872,0.10003243874307828
address reason,0.10000000029767578,0.1000094955293131,0.10000000042435178,0.10011514487289833,0.10002294509073278,0.10000160342694976,0.10000000039714994,0.10000000037858774,7.099850496631948,0.10000031294012036
address spambots,0.1000022260626337,0.10000000091651617,0.10000000067847177,0.10006457983349434,0.1000000005872232,11.099922303115603,0.10000000063495315,0.10000000060490587,0.10001088733714582,0.10000000021799035
address video,0.10000000000334257,0.10000000000644302,0.10000000000476338,0.10000000000336481,8.099999999965668,0.10000000000100782,0.10000000000445891,0.10000000000424891,0.10000000000377134,0.10000000000153089
address website,0.10000000002202582,0.10000000004243083,35.0999999997861,0.10000000002212107,0.1000000000271662,0.1000000000066359,0.10000000002937881,0.10000000002799075,0.10000000002485351,0.10000000001008577
addresses,0.10000000002688315,0.10001717900380162,35.441162531051454,8.758819944289131,0.10000000003316274,0.10000000000810087,0.10000029191876265,0.10000005362262428,0.10000000003033171,0.10000000001231057
addresses page,0.10000000002202582,0.10000000004243083,35.0999999997861,0.10000000002212107,0.1000000000271662,0.1000000000066359,0.10000000002937881,0.10000000002799075,0.10000000002485351,0.10000000001008577
adherence,2.240396270532586,4.86550087604428,0.100007086205819,2.7504317874206317,0.10009775947519385,0.10007157496948887,0.10000142208124285,0.10002584998068137,0.10000451011445395,5.543462863146973
adjustments,3.2760423735491826,0.10030860634079783,0.10012424558643622,0.10002807151974813,1.923021222221224,0.10020106206100068,0.10002742020093956,2.0999559702002717,0.1000765269516431,0.10021450128027654
admin,3.0999613174489293,0.10000000030329136,0.10000000022365775,0.10000818602831263,0.10000007001928182,0.1000001049555675,0.10000000020965259,0.10000000019982193,12.099789580026235,0.10024074055279401
admin ebbs,0.10000000002157321,0.1000000000415532,0.10000000003072396,0.10000000002165749,0.1000000764334041,0.10000011480274339,0.10000000002878125,0.10000000002741878,11.099999808580698,0.10000000000987969
administration,0.10000000015314305,0.1000069965381774,1.0366308702955864,3.2887053982155576,0.10000000018876751,4.974587861941093,0.10005170665322807,0.10000750349450091,0.10000000017275243,0.10000966233346192
advance,0.10000000023991068,0.10008033465709083,0.1000881353786967,0.1000248920997554,0.10000461927822873,2.09983997707408,3.099962040572255,0.10000000030412041,0.10000000026999567,0.10000000010980926
advancement,0.10000480019641865,3.1000255507369503,0.10000915044788702,0.10000257395688113,0.10003852179127282,0.10005150800882597,0.10000000022657549,0.10003208727478441,0.10001595720379886,5.099819850137146
advances,3.3021404117652335,0.10000000037425695,1.393398634215889,0.10000605507401227,0.10000075948469149,0.10008682051284953,0.10000126618024295,0.10000000024712134,1.604291999726731,0.10007405238797193
advantage,9.96924656122153,0.10001615821805598,2.237044156707117,5.525785149834004,1.4614943985345232,0.10006124836493857,0.1000083505999888,21.389036943668174,3.275391289505115,6.841915743320807
advantage pricing,0.10000000000904012,0.10000000001740879,0.10000000001287092,0.10000000000907008,0.10000000001114728,0.1000001113250279,0.10000000001205565,12.09999988858767,0.10000000001020169,0.10000000000413965
advantages,14.0993503072013,0.1000045212380141,2.678963103638674,0.10000215752921945,2.0863145287343543,0.10001553788841493,0.10000231870992725,13.236156426154194,0.10002619931821047,27.399164899573265
advantages disadvantages,4.0999239604546585,0.10000180636542444,0.10000095576648735,0.10000000002887942,0.1000192489194171,0.10000009972919763,0.10000393359953719,0.10000000003659723,0.10003329679903916,0.10001669829408433
advantages footprint,0.10000000000661394,0.10000000001273593,0.10000000000941663,0.10000000000663581,0.1000000000081547,0.100000134497592,0.10000000000881859,10.099999865438164,0.10000000000746191,0.1000000000030288
advertisers,0.10000000000281098,0.10000176622642412,0.10000000000400316,5.099998233748843,0.10000000000346733,0.10000000000084727,0.10000000000374895,0.10000000000357187,0.10000000000317086,0.10000000000128724
advertising,0.10000444041058423,0.10001228437125295,0.10000431630383153,9.988478913189608,1.21149853097008,0.10001081120280374,0.10000477390002939,1.0999859295526715,0.10000000006433381,0.100000000026097
advice,0.10005457516774552,0.10006625620974308,0.10000579744881417,0.10006907718213004,1.2755967472470529,0.10002901386186211,1.0999168379681927,3.924250004445654,0.10000000021689247,0.10001169023051684
aerospace,7.166762963925749,0.10000174464750261,0.10001329256427122,0.10000477548974035,14.645764126886194,45.96750511502641,0.10001700758713454,0.10001226288162128,0.10004012247529308,10.619878588499375
aerospace defense,0.10005123714675677,0.10000366219403774,2.2798727000792836,0.10003367720065326,0.10000000026387496,0.10013946834191352,4.919878573371074,0.10000000027216581,0.10000000024121357,0.10002068085315062
aerospace industry,2.274796213303558,0.10000466879467534,0.10001437857731732,0.10000000008992505,0.10001113170392313,12.925084710120728,0.10001467537733826,0.10000368639980219,0.10004870965542371,0.10002182596252125
aesthetics,2.3432641464920896,0.10002112717370545,0.10000000022484795,0.10002119019173783,0.10001118425978782,1.1684092616377673,0.10000000021039959,0.10002817288020495,0.10014986005078491,1.7880950568530434
affiliates,0.10000000000805295,8.374681075309242,0.10000034754275126,8.825314422454833,0.10000000000993137,0.10000000000242647,0.10000415464694538,0.10000000001022448,0.10000000000907981,0.10000000000368534
affiliates agents,0.10000000000793628,5.099992979596228,0.10000000001127457,0.1000070203378788,0.10000000000977882,0.10000000000238941,0.10000000001055231,0.10000000001006248,0.1000000000089429,0.10000000000363003
aftermarket,0.10000405799925269,0.1000007367225601,0.10000232188778146,0.10000074569682744,0.1000003082696988,21.099977136372605,0.10000766780644704,0.10000175014008097,0.10000000009650012,0.10000527500108639
age,0.10001187258759704,0.10002943501271117,0.10000316168821918,10.702575570565378,0.10000000008016763,6.568593239970613,4.028782938114301,0.10000127677248204,0.10000097454802978,0.10000153064954807
agencies,0.10001279087520559,0.10002657332088138,3.099936378694838,0.10000973265333016,3.0999248667660217,0.10003883589963536,0.10001024352590838,0.10001847761678623,0.10000572216124265,0.10001637846998651
agents,0.10005033142139338,8.514459014423618,3.1788432270726314,4.570972275189939,0.10001356124576571,0.1000131374099879,1.135587211525799,0.10000016125735113,0.1000327491722066,0.10002833126442552
aggregate,0.10004000601685066,0.10000169065359597,0.10000000005597677,4.099942448180571,0.10000759976278767,0.1000031019266543,0.10000000005242858,0.10000000004999506,0.10000000004445547,0.10000515325093377
agreement,0.10000000004902983,3.5960044736848125,4.975290613271209,5.702810585226775,0.10000000006041598,0.10000248339035837,0.10000549888126736,0.10000000006227024,0.10000000005531041,1.1258863453084111
agreements,0.10000000014591766,5.894954688066059,0.10000915046248945,2.3049635202010097,0.10000663487292144,0.10002596953515483,0.10000096866086457,0.10000742004433495,0.10000000016489996,0.10003164783339306
agriculture,0.10001752944331706,0.10013687484932808,4.829534911555331,0.10000000027478602,0.10000700027026928,0.10011910093636689,1.108917177665325,0.10001147806989667,9.36113714910084,0.10011877778760057
aid,0.10005101085249812,2.0999522062967158,0.10000000018025945,0.10005999306921179,0.10000000015633483,4.099818055202069,0.10000000016924013,0.10000107658623238,0.1001062011589524,0.10001145630847134
aids,4.099998690997073,0.10000000007959688,0.10000000005888324,0.10000000004151136,0.10000000005101334,0.10000000001249786,0.10000000005519344,2.099995574368547,0.10000000004673122,0.10000573428479431
aim,0.1000314723058079,0.10001171812072858,0.10000000019207915,0.10000000013539556,0.10000000016634174,8.744226917973052,0.10001509125283967,0.10000453486741098,11.455663912470731,0.10004635249963692
aim choice,0.1000010661283338,0.10000034160899822,0.10000000003029123,0.10000000002134399,0.10000000002623126,0.10000105043660466,0.10000000002838146,0.10000000002705707,11.099992742662005,0.10000479902835961
air,19.178731168816622,0.1000048140065688,2.3006936228771577,0.10001330997297866,0.10001386992049076,20.43642880110269,2.569770892138279,0.10000499965924627,0.10001265111893368,9.01432587037073
airboat,0.10000168737976463,0.10000000000921318,32.09999551501859,0.10000000000480003,0.10000192623579515,0.10000087133025562,0.1000000000063909,0.10000000000608379,0.1000000000053997,0.10000000000219235
airboat drive,5.099771603127457,0.10000000012872094,0.10018306896832307,0.10000000006705777,0.10002865052288236,0.10001667689182206,0.10000000008932013,0.10000000008502397,0.10000000007545776,0.10000000003063354
airboats,0.10000070121550035,0.10000000031133055,8.099923147234927,0.10000000016245388,0.10007578831502409,0.10000036207748819,0.10000000021557545,0.10000000020598733,0.10000000018253641,0.10000000007412613
aircraft,9.339182383889614,2.699651116489714,1.5020111533947351,0.10000028635504396,16.410583804740313,0.10005238178975338,0.10001233046726662,0.1000321600899558,3.5484317689623155,0.10004261379678848
airfoil,0.10002028975178927,0.10000000017834823,6.099874979347164,0.10000000009304558,0.10004804859895376,0.1000112197363717,0.1000029517213526,0.10000779812593029,0.10001953728205151,0.10001517515482758
airline,6.099979703736208,0.10001204593984371,0.10000000004890922,0.10000000003450012,0.10000000004248392,0.10000540215453003,0.10000000004583091,0.10000284793989353,0.10000000003878434,0.10000000001573374
airlines,5.099975302717015,0.100014659037421,0.10000000001816539,0.10000000001279967,0.10000000001574495,0.10000657312350132,0.10000000001704397,0.10000346503449692,0.10000000001438203,0.10000000000583989
airports,0.10000239530560624,4.100001472347425,0.1000000001093987,0.10000000007709588,0.10000595312511693,0.10003530265282322,0.10000000010246125,0.10000000009766502,1.099954876137052,0.10000000003518159
airset,0.10000338663907515,0.10000000004262466,0.10000000003153708,0.10000000002219933,0.10000000002730558,0.10000605756448006,6.080158340323219,0.10000208353913571,0.10000000002499339,2.1198301317782233
airset mold,0.10000000001097248,0.10000000002112495,0.10000000001561106,0.10000000001099846,0.10000000001353061,0.10000104983331762,6.099992336951882,0.10000000001394112,0.10000000001237698,0.10000661311391276
align,1.2173182840053178,0.10000000015657204,0.10000000011588273,2.711342191028856,0.10000000010029923,1.3713322598686188,0.10000000010848412,0.10000000010343402,0.10000726446275976,0.10000000003734938
alignment,1.7848959206995478,0.10001100438741165,0.1000077822867709,3.560883513852748,1.0999958475779712,0.10003974501040781,0.10000000024222903,0.10010619139735083,0.10000403476355875,1.9540559597583458
alliages,0.10004877057463468,0.10000000045867592,0.1000000003390884,0.10000000023891681,0.10000000029396583,6.099873917367188,0.10000000031827522,0.1000000003024879,0.10000000026931798,0.10007730981905447
alliances,0.10000037116700101,0.10000000011703818,2.0379415558566385,0.1000000000609682,0.10000117762303364,0.1000036033416946,0.10001610723402127,0.10000027758283926,0.10000820451737544,6.162028702492163
allows,8.381930263224481,0.10000000018378746,0.10001243096048026,0.1000010993435746,0.10001108372253498,0.10001922437532118,0.10000289467492268,0.10000162707350477,1.451376981854295,4.466644394574436
alloy,7.985120221998865,0.10000225138424593,0.10000883346671115,0.10000184195223426,0.10001527096810922,0.16646813030576138,6.9599619971462525,0.100025096037564,94.92103862960471,60.46735772712036
alloy alloy,0.10000000009958918,0.10004441166027948,0.10000241274745626,0.10000000009996136,0.10000078682670864,0.10002184727440923,0.10000988396419078,0.1000040431575868,6.0998954221771635,0.10002119198222514
alloy castings,0.10001133967779448,0.10000251614502159,0.10001128473435178,0.10000240174627135,0.10001045099119209,0.10004118291849232,0.10000720501006738,0.10049556927498225,0.1000278426010735,7.099390206883515
alloy selection,0.10000444559273924,0.10000000025151384,2.9394629589912302,0.10000000013099843,0.10000000016093033,1.6640701674955627,0.10000000017398003,0.10000000016568751,2.6963450565483855,0.10011737046436935
alloy steel,0.10002743491642492,0.10000000015886684,0.10003409686292136,0.10000696801656658,0.10000764126776697,0.10001356170270702,0.10000000010993441,0.10000000010486183,7.099900209124453,0.10001008772644655
alloy steels,3.8257856354523914,0.10000000019283384,0.10000175476976667,0.10000000010037913,1.3741436539430294,0.1000081681820231,0.10000068378528972,0.10000000012714477,0.10004087007575943,0.10001923336151809
alloy strength,0.1000336336307269,0.10000485829913607,2.6378456959295966,0.10000000014834429,0.10000241196519613,0.10000949830812127,2.561762227658682,0.10001513359626088,0.10013313343574386,0.10019340699103416
alloys,21.31443849083961,0.10000221891843089,0.10000707345289522,0.10000139769889996,0.10001343921052507,0.39232971097485736,0.10000683857027111,2.5771504384322625,197.65629740685617,84.55975298503228
alloys alloy,0.10002470039178908,0.10000000023362572,0.10000000017262582,0.10000000012154547,0.10001441680123872,3.099812898196064,3.09996466771404,0.10000000015407043,0.10006343357196484,0.10011988261568752
alloys alloys,0.10002427670743638,0.10000253989442713,0.10001175595381138,0.1000018044678406,8.862594388227626,6.337246199201271,0.10000411191026781,0.10000108075346908,0.10006081086791481,0.10005303199680625
alloys aluminum,0.10000359441709428,0.10000062922012921,0.10000128316538873,0.1000003452469854,0.10000000005118762,0.10000400384315673,0.10000093727038818,0.10000018547664333,20.09996596023695,0.10002306106663712
alloys applications,0.10001284186537347,0.10000000014015785,0.10000234386150603,0.10000220634151598,0.10002490813869615,0.10001323242896754,0.10000416696617805,0.10001175843236594,7.738440841453877,1.4614877003596944
alloys customers,7.099999695427516,0.1000000001097959,0.10000000008106669,0.1000006973207824,0.10000000007023783,0.10000779412679983,0.1000030187259053,0.10000000007234257,4.099988794034411,0.10000000002607831
alloys materials,0.1000000002947699,0.10000000056759123,0.10000267244845079,0.10000000029565921,0.1000043717103638,1.1694337265044832,0.10000000039289784,0.10000322944236316,4.030447933073129,0.10010806524655491
alloys product,0.10000193851247631,0.1000006653802732,0.10000000009279299,0.10000250990265441,0.10001855420329725,0.10000945036121145,0.10000000008701068,0.100000000082937,7.099966881342956,0.1000000000298581
alloys range,0.10002798965979663,0.10000000069897534,1.2011615850228747,1.2555190670426262,1.84284566807966,0.10013910538649823,0.10000532785893768,0.10005021608628382,0.1001807625695007,0.10007027754156163
alnico,7.099999999959808,0.10000000000735172,0.10000000000542952,0.10000000000382447,0.10000000000470244,0.10000000000114952,0.10000000000508621,0.10000000000484531,0.100000000004312,0.10000000000174943
alternative,0.10005532502862793,0.10001103665517605,0.10000970856992941,0.10000000022488288,0.1000000002763253,0.10001751187236362,5.099860319011073,0.10000825517330161,0.10001065685266225,0.10002718632231725
aluminium,0.10003015860730088,0.10000232053603991,0.10019470714261171,0.10000347261520477,0.10000691985995921,7.852179350808955,4.012456028245737,1.049688636835437,2.9144970217268034,25.67094138359768
aluminum,9.067653173051008,0.10000478982805054,4.3585919832826825,0.10000232446515081,0.10001813347793519,44.049456622569274,10.638363450243121,0.10000831871169358,109.04190241669862,259.4439987876561
aluminum alloy,0.10001912979541512,0.10000093923504338,0.10000000013071732,0.1000000000921043,0.1000068192768518,0.10000895522061579,10.099803812049476,0.10000123202810747,0.10008082706186672,0.10007828509181661
aluminum alloys,0.10001250621090824,0.10001082687712523,0.10000852530890396,0.10000425940932266,0.10000000008007529,0.10000556712780581,0.10001159766546026,0.10000309874943099,10.443733483008407,7.75621013555387
aluminum brass,0.10000141663427241,0.10000097428690442,0.10000255457452635,0.10000009723211149,0.10000146786928653,0.10001276248540215,0.10000015707338596,0.10000688429888889,21.756736477807287,6.443237207729549
aluminum bronze,0.1000174014423645,0.10001940933222905,0.10000000023180193,0.10000000016324978,0.10002877440627016,0.10001770093979098,4.001936666091614,0.1000069144938278,0.100029998170495,2.1979431347142686
aluminum cast,0.1000034504145863,0.10000000011131663,0.10000000008230947,0.10000000005801418,0.10000468027051525,1.5256608446597426,0.10001634923033847,0.10001669481839479,0.10000164949200469,3.674296330849409
aluminum casting,0.1000000000749354,0.10000053335038712,0.10001660839917853,0.10000000007513743,0.10000323182312634,13.463326458440056,4.73661199834657,0.10000191091554847,0.10000116572408467,0.10003809283828871
aluminum castings,0.10000266913554784,0.1000038190633439,0.10001336095803776,0.10000000007675447,0.10000181878869824,2.2747416185138762,5.4783575791129655,0.10000416768583735,0.10000810007378076,48.54686686657905
aluminum components,0.10000491647020698,0.10000000030588059,1.1088403553221995,0.10000000015939631,0.10003304037741492,9.091050775667824,0.10000208129847557,0.10000180408620055,0.10000251939344156,0.10006450690132011
aluminum copper,0.1000026942401801,0.10000000030389967,0.10002016166882705,0.10000075326752421,1.1070241398574139,0.10002872692523654,0.10000312064875752,0.1000018250874226,0.10006031986843879,6.092858258116558
aluminum die,0.10000070433152974,0.10001458652320604,0.10000055742450734,0.10000035400204718,0.10000326925684609,32.08887877286375,0.10000739374767433,0.10000473532312658,7.111041867293003,0.1000477592200812
aluminum foundry,0.1000004686554082,0.10000000010089768,0.1000227542282055,0.10000000005254718,0.10000031770485185,0.10001383440917697,0.10000929397632694,0.10000124919596334,0.10000046141954282,6.099951620249192
aluminum iron,3.9830618972111043,0.10000000041246175,0.10000018980700898,0.10000000021525816,0.100005073732232,1.2142530354460224,0.10000840819792263,0.10000077194333747,0.10018165013626727,0.10248897287556513
aluminum parts,0.10000029602362424,0.10000245589845969,0.10000171193401562,0.10000109601214321,0.10000376059619118,7.224082922114752,0.10000437386256587,0.1000120388741954,0.10001400974142474,6.975877334931047
aluminum process,0.10000086221237817,0.10002347990413736,0.1000111343510045,0.10000225793117201,0.10000000010595615,6.099866096343266,0.10002103985719231,0.10000000010926595,0.10000457438641548,0.10007055478227574
aluminum sand,0.1000028517567551,0.10000000009016424,0.10000025012294253,0.10000000004698985,0.100000669195299,0.10001291601075762,0.10000801800965006,0.10000323600261048,0.10001694756002104,25.099955111197158
aluminum stainless,0.10001095143458431,0.10000000014436382,0.1000126278935864,0.10000032236648353,0.10000000009253941,0.1000066736803975,0.1000039832032991,0.10000860951116737,7.099921205013906,0.10003562665073734
aluminum steel,0.10000537668825439,0.10000236731427198,2.0999829839783066,0.10000000017382765,0.10001121749556094,5.0998174959822125,0.10000537193950107,0.10000927170393745,0.10002836092084977,0.10013755377627676
aluminum zinc,0.10001593408329841,0.1000019224996222,0.10000386079798516,0.10000000012494671,0.10001968752793076,5.751585739654738,0.10000533728642674,0.10000478568437311,4.432304437639978,13.116058294687004
amounts,2.0999929429644313,0.10000000044346895,0.10000000032769375,4.092722083153388,0.10000734053428728,0.10724642450712084,0.10000188641324412,0.10000000029255436,0.10000000025977251,0.10002932108689053
analysis,9.944024166543931,1.824426368057294,0.10000612153911881,6.586698671191014,0.10002040872515551,14.02508634680809,2.72389274899171,0.1000248446754759,0.662347001400663,12.933473322047645
analysts,0.10000000003538294,0.10001651048086649,0.1000006617131424,0.10000000003554402,0.10000000004362622,0.10001894966862494,0.10000000004718036,0.10000000004494071,0.10000000003989155,7.099963877882949
analytics,1.0999024525204855,0.10000000011527897,0.10002367904705863,4.100001781375748,0.10000000007393611,0.10001498990148049,0.10000393365758657,0.10000069301442015,0.10003011907247429,0.10002235120897338
anchor,1.1000016319816517,0.10000000019544991,0.10000000014419755,4.099983054614745,0.10000887081384713,0.10000644181994842,0.10000000013495626,0.10000000012866174,0.100000000114078,0.10000000004627912
andcomponent,0.1000026637946179,0.10000000025118827,1.6691580318192765,0.10000000013092104,5.530835006097117,0.10000137543892948,0.10000292209131605,0.10000000016596414,0.10000000014716551,0.1000000000597536
andcomponent products,0.10000266379461777,0.10000000025118827,1.6691580318664305,0.10000000013092104,5.530835006049963,0.10000137543892941,0.10000292209131612,0.10000000016596414,0.10000000014716551,0.1000000000597536
angle,0.1001047905506486,0.10000000038687569,1.1000051069964636,0.10000339451585707,0.1000009460105587,1.2166201462731867,0.10000000026801673,0.10006334346183246,0.1000000002268549,3.98320227128677
