company_id,link_num,sent_num,sent_str
1,3,3," CMC clasps are used in a wide variety of industries including tent & awning, military, medical, harness, equine, pet, luggage, strap, Firefighter equipment, tool belt systems, motorcycle, and fashion"
1,3,4, Most items are made in the USA and are Berry Amendment compliant
1,3,5, We carry a well stocked inventory
1,3,6, Samples upon request
1,3,7, CMC can custom fabricate parts made to your specifications
1,3,8, Z-300 Z-301 Z-309 Z-312 Z-318 Z-327 Z-328 346/ST 346/206ST 
1,4,0,Loop-Rings CMC specializes in design and manufacturing of standard and custom loop rings
1,4,1," Available in Zinc, Brass, and Steel and can be made by Die-Casting, Wire Forming, or Stamping"
1,4,2, All of which can be supplied in an assortment of finishes
1,4,3,"  CMC loop rings are used in a wide variety of industries including tent & awning, military, medical, harness, equine, pet, luggage, strap, Firefighter equipment, tool belt systems, motorcycle, and fashion"
1,4,4, Most items are made in the USA and are Berry Amendment compliant
1,4,5, We carry a well-stocked inventory
1,4,6, Samples upon request
1,4,7, CMC can custom fabricate parts made to your specifications
1,4,8, Z-038 Z-108-Loop 415W/ST 416W/ST 417W/ST 428W/ST 595/ST Z-600 Z-601 Z-603 Z-604 Z-606 Z-608 609/ST 610W/ST 611W/ST 612W/ST 615W/ST 617/ST Z-619 690W/ST 699/ST 3610/SB 3610/ST 
1,5,0,Snaps CMC specializes in design and manufacturing of standard and custom snaps
1,5,1," Available in Zinc die cast, Steel, and wire steel"
1,5,2," Snaps are manufactured in three forms stamped, wire formed, and die cast"
1,5,3,  All of which can be supplied in an assortment of finishes
1,5,4,"  CMC snaps are used in a wide variety of industries including tent & awning, military, medical, harness, equine, pet, luggage, strap, Firefighter equipment, tool belt systems, motorcycle, and fashion"
1,5,5, Most items are made in the USA and are Berry Amendment compliant
1,5,6, We carry a well-stocked inventory
1,5,7, Samples upon request
1,5,8, CMC can custom fabricate parts made to your specifications
1,5,9, Z-017 Z-027/T Z-027/S 142/ST 142/SST 142HW/ST Z-225 Z-235 Z-701 Z-703 Z-704 Z-705/S Z-706/R Z-706/O Z-706/T Z-706/S Z-707 Z-709/R Z-709/T Z-709/S Z-710/R Z-710/S Z-711 Z-712/R Z-712/O Z-712/T Z-712/S Z-713 Z-714 Z-715 Z-716/R Z-716/O Z-717/R Z-717/T 718/ST Z-721/R Z-721/T Z-721/S Z-722/R Z-722/T Z-722/S Z-723 Z-724 725/ST Z-730/R Z-730/S Z-750 Z-830/R Z-848/S Z-5013/R Z-5013/O Z-5013/T Z-5013/S Z-5025/R Z-5025/O Z-5025/T Z-5025/S Z-5035/R Z-5035/O Z-5035/T Z-5035/S 5258/ST 5259/ST 
1,6,0,Chains CMC specializes in design and manufacturing of standard and custom chains assemblies
1,6,1," Available in Zinc die cast, Steel and wire steel"
1,6,2, All of which can be supplied in bright brass or nickel finish
1,6,3," CMC Chain assemblies are used in a wide variety of industries including tent & awning, military, medical, harness, equine, pet, luggage, strap, Firefighter equipment, tool belt systems, motorcycle and fashion"
1,6,4, 38/ST 1660/ST 40/ST-SB 1038 Curb Chain 1318 Curb Chain 
1,7,0,Waterbury Style Buckles CMC offers their exclusive line of Waterbury Style buckles and belt loops
1,7,1," Casual center bar belt buckles, casual end bar belt buckles, casual belt loops, plaque and classic western, solid brass harness belt buckles"
1,7,2," Available in Zinc, Brass, and Steel and can be made by Die-Casting, Wire Forming, or Stamping"
1,7,3, All of which can be supplied in an assortment of finishes
1,7,4, Most items are made in the USA and are Berry Amendment compliant
1,7,5, We carry a well-stocked inventory
1,7,6, Samples upon request
1,7,7, CMC can custom fabricate parts made to your specifications
1,7,8, Casual - Center Bar Belt Buckles Casual - End Bar Belt Buckles Casual - Belt Loops Plaque/Classic Western Solid Brass Harness Belt Buckles 
1,8,0,Casual - End Bar Belt Buckles WS-2855 Cast Buckle WS-3074 Cast Buckle WS-3389 Cast Buckle WS-4278 Cast Buckle WS-4297 Cast Buckle WS-4492 Cast Buckle WS-24483 Cast Buckle 
1,9,0,Plaque/Classic Western WS 3380 WS 3425 WS 3764 WS 3242 WS 4740 WS 4837 WS 4847 WS 4848 WS 4853 WS 4854 WS 4858 WS 4860 WS 4862 
1,10,0,"Manufacturer ofMetal FastenersandGeneral Hardware About Custom Metal Crafters, Inc"
1,10,1," Since 1972,Custom Metal Crafters, Inc"
1,10,2,"(CMC) has pioneered and specialized in the design, manufacture and sourcing of buckles, snaps, slides, d-rings, loops, fasteners, ornaments, Chicago screws and general hardware"
1,10,3, We can also create custom designed parts to your specifications
1,10,4, We are constantly striving to achieve our high standards and are dedicated to meeting the specific needs of our customers
1,10,5," Our manufacturing facility and main warehouse are located in Newington, Connecticut"
1,10,6, We also have satellite warehouses in Southern California and Seattle to service your distribution needs
1,10,7," CMC’s products are available in a variety of metals, including"
1,10,8," zinc die-cast, steel and solid brass - all of which can be supplied in an assortment of finishes"
1,10,9," To accomplish this, we utilize advanced manufacturing equipment, such as high capacity die cast machines and automated plating lines"
1,10,10, Our dedicated staff insures that each step of the process satisfies our quality requirements
1,10,11," Most recently CMC has completed the merger with Waterbury Style, offering a full line of buckles and fasteners for the fashion industry"
1,10,12," Custom Metal Crafters services many industries including tent & awning, military, medical, harness, equine, pet, luggage, strap, motorcycle and now fashion"
1,10,13, PleaseContact Usto discuss your specific needs
1,10,14,  
1,11,0,Manufacturer ofMetal FastenersandGeneral Hardware Sales Office Phone
1,11,1,860
1,11,2,953
1,11,3,4210Fax
1,11,4,860
1,11,5,953
1,11,6,1746Email
1,11,7,info@custom-metal
1,11,8,com SALES REP
1,11,9, LOCATIONS
1,11,10, ArizonaCaliforniaColoradoNevadaUtah IdahoOregonWashingtonBritish Columbia 
1,12,0,Request Information Enter your comments/questions and click Submit to send us an email
1,12,1, 
1,13,0,Privacy Policy Last modified
1,13,1," February 07, 2017 Custom Metal Crafters, Inc"
1,13,2,respects your privacy and our site visitors' information
1,13,3, We do not sell or rent to third parties any of the information collected via this website
1,13,4," Information CollectedIf you request or submit information to us by sending an Email or by filling out a ""contact"" form, we may save your Email address as well as any other information you provide on website forms submitted to us"
1,13,5," This information may be used to contact you in the future by mail, Email, or phone to convey information about our products, services or solutions that we feel may benefit you"
1,13,6," Information Collected by OthersThis notice addresses only Custom Metal Crafters, Inc"
1,13,7,"'s website policy, and does not apply to sites that users access via links from our site"
1,13,8," Custom Metal Crafters, Inc"
1,13,9," is not responsible for the information collecting policies of other sites, for the practices employed by websites linked to or from our website, or for the information or content contained therein"
1,13,10," Often, links to other websites are provided solely on the basis that they may contain useful information for our website visitors"
1,13,11, Users are advised to review the privacy policies of these other websites
1,13,12, CookiesThis website may set cookies on your computer
1,13,13, A cookie is a text file that is placed on your computer by our web server and helps recall your use of this website
1,13,14, Cookies are uniquely generated and assigned to you
1,13,15, We may also use one or more 3rdparty tracking tools that utilize data collected to track and examine the use ofwww
1,13,16,custom-metal
1,13,17,comand to prepare reports regarding our website's usage
1,13,18, These 3rdparty tracking tools do not collect personally identifiable information
1,13,19," Other Information We CollectCustom Metal Crafters, Inc"
1,13,20," may keep track of technical information about your computer or mobile device, such as the browser type and version, browser plug-in types and versions and operating system of your computer"
1,13,21," the Internet Service Provider (ISP) or other provider you use to access this website, links on this website and certain of our services"
1,13,22," and your internet protocol (IP) address, location and time zone setting"
1,13,23," To help us understand the use of this website by users, improve your site experience and aid us in marketing and managing this website and our services, we may also collect information as to how you were directed to this website and our services, how you navigate around them, what products or services you browse, which external websites or links you access from this website"
1,13,24," This information may be used, among other things, in the reporting, marketing and analysis of this website and its services and features and may be shared with our affiliates, suppliers, providers and/or their and our respective agents and contractors"
1,13,25," Updating, Correcting, and Deleting Personal InformationIf you would like to have your personal information updated, corrected or removed from our records, please send us an Email with ""Update/Correct or Remove personal information"" in the subject line toinfo@custom-metal"
1,13,26,com
1,13,27," Opting Out Of EmailYou can choose to opt out of receiving email from Custom Metal Crafters, Inc"
1,13,28, at any time
1,13,29," Custom Metal Crafters, Inc"
1,13,30, markets some of its own products and services by email
1,13,31," Every email sent from Custom Metal Crafters, Inc"
1,13,32, will include appropriate unsubscribe instructions
1,13,33," Opting out of email offers for a specific Custom Metal Crafters, Inc"
1,13,34, service only opts you out of that service
1,13,35," To opt out of all email marketing messages from Custom Metal Crafters, Inc"
1,13,36,", you must send an email toinfo@custom-metal"
1,13,37,comfrom the email address you wish to unsubscribe
1,13,38," Please clearly state in your email, ""Unsubscribe me from all Custom Metal Crafters, Inc"
1,13,39, email marketing
1,13,40,""" This is the only way to assure that you no longer receive email advertising messages from Custom Metal Crafters, Inc"
1,13,41, Data SecurityWe use reasonable precautions to keep user information disclosed to us secure
1,13,42," To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, electronic and managerial procedures to safeguard and secure the information we collect"
1,13,43," We may disclose information we collect to third parties, under contract to us, as required to operate this website, provide certain services or features offered by this website or to perform business functions on our behalf"
1,13,44, We will only release this information to those companies that we believe to be responsible
1,13,45," However, we are not responsible for any breach of security or for any actions of any third parties who receive the information"
1,13,46," Also, once information has been provided to a third party, it is out of the control of Custom Metal Crafters, Inc"
1,13,47, and subject to the policies of that third party
1,13,48," ChildrenThis website is not intended for use by children, and the terms and conditions governing the use of this website and its features require that you must be at least 18 years old to use them"
1,13,49," Legally Compelled Disclosure of InformationCustom Metal Crafters, Inc"
1,13,50, may disclose information when legally compelled to do so
1,13,51," when we, in good faith, believe that the law requires us to do so or for the protection of our legal rights"
1,13,52," Periodic Policy ChangesPlease note that Custom Metal Crafters, Inc"
1,13,53, reviews its privacy practices from time-to-time (i
1,13,54,e
1,13,55," to track technology and/or legal changes), and that these practices are subject to change"
1,13,56," To ensure continuing familiarity with the most current version of our privacy policy, please bookmark and periodically review this page"
1,13,57," This policy statement is made in the name of Custom Metal Crafters, Inc"
1,13,58, and is effective as of the date last modified as noted above
1,13,59," This statement does not create an agreement between Custom Metal Crafters, Inc"
1,13,60," and users, and as such, does not create any legal rights for any party"
1,13,61, Contact Us
1,13,62,"Custom Metal Crafters, Inc"
1,13,63,815 North Mountain Rd
1,13,64,"Newington, CT 06111Phone"
1,13,65,860
1,13,66,953
1,13,67,4210Fax
1,13,68,860
1,13,69,953
1,13,70,1746Email
1,13,71,info@custom-metal
1,13,72,comWebsite
1,13,73, www
1,13,74,custom-metal
1,13,75,com 
1,14,0,Catalog Index 
1,15,0,All Categories Buckles Slides Clasps Dees Loop-Rings Specialty Hardware Snaps Solid Brass Hardware Chains Waterbury Style Buckles Plastic 
1,16,0,Slides CMC specializes in design and manufacturing of standard and custom slides
1,16,1," Available in Zinc die cast, and Steel"
1,16,2," Slides are manufactured in two forms stamped, and die cast"
1,16,3, All of which can be supplied in an assortment of finishes
1,16,4," CMC Slides are used in a wide variety of industries including tent & awning, military, medical, harness, equine, pet, luggage, strap, Firefighter equipment, tool belt systems, motorcycle, and fashion"
1,16,5, Most items are made in the USA and are Berry Amendment compliant
1,16,6, We carry a well stocked inventory
1,16,7, Samples upon request
1,16,8, CMC can custom fabricate parts made to your specifications
1,16,9, 11 (1011) Z-200 Z-201 202/ST Z-203 Z-204 206/ST 207/ST 208/ST-37 209/ST-50 Z-210 211/ST 212/ST 213/ST 214/ST 215/ST 217W/ST 
1,17,0,Dees CMC specializes in design and manufacturing of standard and custom Dees
1,17,1," Available in Zinc, Brass, and Steel and can be made by Die-Casting, Wire Forming, or Stamping"
1,17,2, All of which can be supplied in an assortment of finishes
1,17,3,"  CMC dees are used in a wide variety of industries including tent & awning, military, medical, harness, equine, pet, luggage, strap, Firefighter equipment, tool belt systems, motorcycle, and fashion"
1,17,4, Most items are made in the USA and are Berry Amendment compliant
1,17,5, We carry a well-stocked inventory
1,17,6, Samples upon request
1,17,7, CMC can custom fabricate parts made to your specifications
1,17,8, Z-400 Z-402 Z-404 Z-406 1406/SB 410/ST 411/ST 411W/ST 412W/ST Z-420 425W/SST 426W/ST 430W/ST 432W/ST 3250W/ST 3250W/SST 
1,18,0,Specialty Hardware CMC offers a line of specialty hardware products
1,18,1," Turnlocks, eyelets, washers, squares, flat hooks, ring holders, post & dee, spike & rivet, clips, clip & dee, swivel eye assembly, chicago screws, hooks, sam browne button with washer, conchos"
1,18,2," Available in Zinc, Brass, and Steel and can be made by Die-Casting, Wire Forming, or Stamping"
1,18,3, All of which can be supplied in an assortment of finishes
1,18,4," CMC hardware is used in a wide variety of industries including tent & awning, military, medical, harness, equine, pet, luggage, strap, Firefighter equipment, tool belt systems, motorcycle, and fashion"
1,18,5, Most items are made in the USA and are Berry Amendment compliant
1,18,6, We carry a well-stocked inventory
1,18,7, Samples upon request
1,18,8, CMC can custom fabricate parts made to your specifications
1,18,9, 42/SB 150/SB 29/SB Z-607 Z-620 735/ST Z-800 Z-801 Z-802 Z-804 805/ST Clip 805/ST Clip & Dee Z-806/R Z-807/S 810/SB 811/ST 4110/SB 4125/SB Z-4598 4614/ST 9014/ST 
1,19,0,Solid Brass Hardware CMC offers a full line of standard solid brass hardware products
1,19,1," Our products lines include buckles, snaps, clasps, dees, slides, loop rings, chains & rope clamps"
1,19,2, Manufactured in three forms
1,19,3," stamped, wire formed, and cast"
1,19,4,"  CMC brass hardware is used in a wide variety of industries tent & awning, military, medical, harness, equine, pet, luggage, strap, Firefighter equipment, tool belt systems, motorcycle, and fashion"
1,19,5, 5/SB 017/SB 49/SB 56/SB 225/SB 249/SB Round Eye 249/SB Square Eye 251/SB 1114/SB 114/ST 1146/SB 1146/SST 1150/SB 1169/SB 1195/SB 1610/SB 1611/SB 1630/SB 3142/SB HRCB/SB 
1,20,0,Plastic 6101/D 6106/D 6108/D 6110/D 6202/D 6702/D 6819/D 6900/D 
1,21,0,Casual - Center Bar Belt Buckles WS 2704 Cast Buckle WS 2705 Cast Buckle WS 3083 Cast Buckle WS 3288 Cast Buckle WS 3361 Cast Buckle WS 3624 Cast Buckle WS 3930 Cast Buckle WS 4369 Cast Buckle WS 4393 Cast Buckle 
1,22,0,Casual - Belt Loops WS-8410 Cast Loop WS-8423 Cast Loop WS-8424 Cast Loop 
1,23,0,Solid Brass Harness Belt Buckles WS 3914 SB WS 2516 SB WS 3382 SB WS 3340 SB WS 3001 SB 
1,24,0,"Manufacturer ofMetal FastenersandGeneral Hardware UPCOMING Trade Shows  November 1-3, 2023 Orange Country Convention CenterOrlando, FL USAClick here to visit the ATA/IFAI website --------------------------------------------------------------------------------------------------------------------------------------SHOT SHOW 2024, LAS VEGAS - A 2-day supplier expo at the start of Shot Week"
1,24,1,"January 22 & 23, 2024Sands Expo Center Las Vegas, NevadaVisit us atBooth 51914 "
1,25,0,"Manufacturer ofMetal FastenersandGeneral Hardware Contact Us Custom Metal Crafters, Inc"
1,25,1, Phone
1,25,2,860
1,25,3,953
1,25,4,4210Fax
1,25,5,860
1,25,6,953
1,25,7,1746Email
1,25,8,info@custom-metal
1,25,9,comWebsite
1,25,10, www
1,25,11,custom-metal
1,25,12,com Request Information 
5,0,0,Contact Information Video Noblitt Fabricating Blog 
5,1,0,Industries Served   Noblitt Fabricating understands the unique attributes and specific requirements of your industry
5,1,1," We have expertise in industries such as commercial, automotive, locomotive, off road, on road, marine, and electrical"
5,1,2, Contact Information Noblitt Fabrication Blog 
5,2,0,"Prototyping   Noblitt Fabricating is a full service rapid prototyping service provider offering a wide range of rapid prototyping technologies and materials, providing the competitive edge you need in the product development process to help you get your products to market faster"
5,2,1," Noblitt Fabricating specializes in quick turnaround, but also provides the rapid prototyping engineering experience that can save you time and money"
5,2,2, Contact Information Noblitt Fabrication Blog 
5,3,0,"Forming   Noblitt Fabricating is a leading manufacturer of the highest quality welded tubes and hollow sections, open special sections, as well as custom-made special tubes and precision parts"
5,3,1, We offer a complete range of pressed parts in the body-in-white segment as well as highly innovative structural components
5,3,2," Additionally, Noblitt Fabricating produces cold-rolled special strip steel with a high degree of dimensional stability, extremely tight tolerances, and excellent surface qualities"
5,3,3, Contact Information Noblitt Fabrication Blog 
5,4,0,Tube Bending   Noblitt Fabricating offers tube bending for prototype and low-volume manufacturing
5,4,1," We’re capable of bending a wide assortment of metals including low carbon steel, stainless steel, aluminum, high-strength low alloys and many others"
5,4,2," At Noblitt Fabricating, we hold tight tolerances"
5,4,3," All our parts are shipped with a quality control package, ensuring your parts are built to your precise specifications"
5,4,4, We excel at excuting fast lead times
5,4,5, Our short lead times mean that your order can be completed in days — not weeks
5,4,6, Contact Information Noblitt Fabrication Blog 
5,5,0,"Capabilities  –19,441 square feet–4"
5,5,1,"12 acres–25 full time employees–3 part time employees–10,000 lb crane running full length/width of building–Currently run 1 shift operation–Ready to start 2 shift operation–1,200+ active part numbers – prototype, productions,service–Lot sizes from 1 pc to 1,000 per week Contact Information Noblitt Fabrication Blog "
5,6,0,History  Contact Information Noblitt Fabrication Blog 
5,7,0,Noblitt Fabricating  Noblitt Fabricating Noblitt Manufacturing is now on the world wide web
5,7,1, Leave a Reply Name (required) Mail (will not be published) (required) Website  Cancel Reply Noblitt Fabrication Blog 
5,8,0,Archive  Noblitt Fabricating Noblitt Manufacturing is now on the world wide web
5,8,1, Noblitt Fabrication Blog 
10,0,0,"Congress Drives, established in 1915, is the leading globalManufacturer of Aluminum and Zinc Die Cast Pulleysand Custom Die Cast Components Die Cast Pulleys are lightweight, non toxic, produced with non-corrosive materials,andused for fractional horsepower motor applications"
10,0,1," They are also spark free, impact resistant and built to last"
10,0,2, All pulleys include set screws and are available with or without a keyway
10,0,3," All of our products are manufactured in Fenton, Missouri at our ISO 9001 certified facility"
10,0,4," Besides our standard products, Congress Drives stands ready to assist you in the design and manufacture of any special pulley, sheave, or other aluminum or zinc die cast products that you may require"
10,0,5, Markets We Serve Include
10,0,6, 
10,1,0,Variable Pitch Pulleys Congress Drives Variable Pitch Pulleys are ideal for applications where speeds must be changed or where you are unable to predetermine the correct speed
10,1,1, [ click to enlarge ] We offer 18 variable pitch pulleys with these features
10,1,2, On-line Catalogwith 3D Models 
10,2,0,"Custom Die Cast Components Today, we serve North American customers in a wide range of industries and provide numerous custom die casting solutions from our facilities located near St"
10,2,1, Louis (Missouri)
10,2,2, We invite your business inquiries and will respond promptly
10,2,3, [ click to enlarge ] Here's our snapshot
10,2,4, Our business markets include
10,2,5, 
10,3,0,Manufacturing Capabilities Congress Drives continues to be a leader in the die casting industry
10,3,1,"Today, we serve customers in a wide range of industries and provide them"
10,3,2," With 30 die casting cells, plus machining and finishing services, we help our customers streamline their production processes while adding extra value"
10,3,3," We also have full capabilities for swift, secure electronic transfer of data, funds and other information"
10,3,4, 
10,4,0,Machining Congress has the machining and finishing services needed to give our customers production ready parts
10,4,1,Production machining capabilities
10,4,2, 
10,5,0,"Quality Congress Drive's commitment to quality begins with its President, and continues with each and every employee"
10,5,1, Our commitment to quality is just one of the many reasons we've received OEM recognition
10,5,2,Our comprehensive quality assurance program starts with product design
10,5,3,"Advanced computer technology enables our engineers to identify the critical factors that will affect production standards, and quality assurance"
10,5,4, On-going analysis controls these variables to ensure the quality of our finished product
10,5,5," Ensures Customer Satisfaction Production doesn't begin until our staff and the customer complete a rigorous ""first part"" approval"
10,5,6," During die casting, we use computerized Statistical Process Control and continuous monitoring to ensure consistent accuracy and integrity of the components"
10,5,7, The emphasis on quality throughout production ensures customer satisfaction
10,5,8,  
10,6,0,"About Congress Drives Congress Drives, in business since 1915, exists today for one purpose - to serve its customers"
10,6,1," Whether it involves our standard products or our custom products we believe the only way to succeed is by listening to our customers, and then doing whatever it takes to satisfy their production requirements"
10,6,2," There are two key elements in achieving customer satisfaction, supplying the actual product and cultivating the working relationship"
10,6,3, Our products are all manufactured to world class standards and our responsive staff stands ready to exceed your expectations at every turn
10,6,4, Call orEmailtoday and give us the opportunity to help you with your die cast pulley or special component needs
10,6,5, Business Philosophy Congress Drive exists for one purpose -- to serve its customers
10,6,6,"We owe our success to listening to our customers, and then doing whatever it takes to satisfy their production requirements"
10,6,7,There are two key elements in achieving customer satisfaction
10,6,8,Supplying the actual product and cultivating the working relationship
10,6,9,"We believe that a total willingness to exceed our customer expectations in quality assurance, competitive pricing and timely delivery is the only way to conduct business in a global marketplace"
10,6,10, Industry Associations & Participation   
10,7,0,Sitemap Home A Groove Pulleys On-line Catalog with 3D Models for A Groove Pulleys catalog Variable Pitch Pulleys On-line Catalog with 3D Models for Variable Pitch Pulleys catalog Step Cone Pulleys On-line Catalog with 3D Models for Step Cone Pulleys catalog Custom Die Cast Components Engineering Manufacturing Capabilities Die Casting Machining Finishing Quality Value-Added Services Catalog Index About Us Contact Us Privacy Policy 
10,8,0,Variable Pitch Pulleys Item # Bore Size OD Keyway CAD 
10,9,0,"Step Cone Pulleys 2 Step, Zinc Die Cast Step-Cone Pulley  3 Step, Zinc Die Cast Step-Cone Pulley  4 Step, Zinc Die Cast Step-Cone Pulley  "
10,10,0,All Categories A Groove Pulleys Our A-Groove Pulleys are specially designed for strength and durability
10,10,1, We offer a wide range of sizes for multiple applications
10,10,2," All pulleys are designed with 1/2"" groove for use with 4L or A Section V-Belts"
10,10,3," 5-1/4"" and larger are Spoke Construction to Reduce Weight"
10,10,4, Variable Pitch Pulleys Variable Pitch Pulleys are ideal for applications where speeds must be changed or where you are unable to predetermine the correct speed
10,10,5," Our pulleys are designed for use with 4L, 5L,  A or B section V-Belts"
10,10,6," 1-1/2"" - 24 Pitch Thread Adjustment allows for downward speed variations up to 30%"
10,10,7, Step Cone Pulleys Step cone pulleys are ideally suited for applications where there is a need to quickly and easily change rotation speed
10,10,8," These pulleys are available in 2-Step, 3-Step & 4-Step styles and designed for use with 4L or A Section V-Belts"
10,10,9, 
12,0,0,"Aisin Automotive Casting, LLC AAC = Quality"
12,0,1, AAC is a brand leader of engine-related functional parts and die cast parts that are essential to vehicle’s function and reliability
12,0,2, The Aisin group has been globally expanding its top-level automotive parts business
12,0,3," As one of the group companies, Aisin Automotive Casting, LLC (AAC) plays a part of manufacturing engine-related functional parts and die cast parts in North America"
12,0,4,  AAC’s fundamental business policy is “Quality First”
12,0,5,"  By thoroughly implementing our quality control system, we make consistent efforts to manufacture automotive parts that will truly satisfy our customers"
12,0,6,  AAC continues to develop its business activities along with the fundamental business policy of “Quality First” in order to create parts that everyone can rely on
12,0,7," Plant Information In January 2001, AAC received the ISO/QS 9000 Quality Management System Award"
12,0,8," Receiving this distinguished status reflects our commitment to maintain a quality system that strives for customer satisfaction through continuous improvement, defect prevention, and reduction of variation and waste"
12,0,9, AAC received TS16949 certification in August 2004
12,0,10," In November 2001, AAC received the recommendation from Underwriters Labs for the ISO-14001 registration"
12,0,11,"  The ISO award is based on our recognized commitment to continual improvement and prevention of pollution, as well as a commitment to meet or exceed relevant environmental legislation, regulations and other requirements"
12,0,12, AAC received ISO14001
12,0,13,2015 certification in February 2002
12,0,14," Aisin Automotive Casting, LLC, has an overall production system that includes the turn key process from die-cast to assembly of components, a process required to meet the increasing number of vehicles and engines produced by automobile manufacturers in the United States"
12,0,15, 
12,1,0,"Aisin Auto Products Manufactured Aisin Automotive Casting, LLC, has an overall production system that includes the turn key process from die-cast to assembly of components, a process required to meet the increasing number of vehicles and engines produced by automobile manufacturers in the United States"
12,1,1," AAC provides a variety of die-cast services to meet the increasing demands of die maintenance as well as varieties of oil pumps, engine parts, transmission parts, water pumps, and brake components for Toyota Motor Manufacturing, General Motors, Honda Motor Company and Nissan"
12,1,2,"  L4 Camry Water Pump L4, 2"
12,1,3,"2 Liter Water Pump V6, 3"
12,1,4,"3 Liter Water Pump V6, Lexus, Avalon, Camry, Sienna Water Pump V6, Accord Water Pump V8 Tundra Water Pump V8 Tundra Oil Pump 2-Wheel Drive Tundra, Tacoma Transmission Extension Housing 4-speed Transaxle Case for V6 & L4 Camry 4-speed Valve Body for V6 & L4 front Camry 4-speed Valve Body for V6 & L4 back Camry 4-Wheel Drive Tundra, Tacoma Transmission Adaptor Tundra, Tacoma Stator Wheel Tundra, Tacoma Upper Valve Body #1 Tundra, Tacoma Transmission Case V6 Camry Lower Valve Body V6 Camry Rear Cover V6 Camry Lower Valve Body V8 Chevrolet Silverado, SUV, Corvette Valve Body V6 Tundra, Tacoma Converter Housing V8 Tundra Torque Converter Housing L4 Camry Oil Pump L4, 1"
12,1,5,"8 Liter Oil Pump Saturn Vue Worm Gear Housing L4, 2"
12,1,6,"2 Liter Oil Pump V8 Tundra Oil Pump V6, Camry, Avalon, Sienna Oil Pump L4 Camry Lower Crankcase L4 Corolla, Matrix – Cam Carrier Housing L4 Camry Timing Chain Cover V8 Tundra Fan Bracket V6 Lexus Oil Pan Adapter V6 Lexus Oil Pan Adapter V8 Tundra Oil Pan Adapter L4, 2"
12,1,7,"7L V6, 4"
12,1,8,"0L Tacoma Plunger Master Cylinder Body L4, 2"
12,1,9,"7L V6, 4"
12,1,10,"0L Tacoma Plunger Master Cylinder Cover V6, 3"
12,1,11,"3L Sienna Plunger Master Cylinder Cover V6, 3"
12,1,12,3L Sienna Plunger Master Cylinder Body 
12,2,0,Aisin Auto Transmission Components  
12,3,0,Aisin Auto Community AAC = Quality AAC is a brand leader of engine-related functional parts and die cast parts that are essential to vehicle’s function and reliability
12,3,1, The Aisin group has been globally expanding its top-level automotive parts business
12,3,2, Our unique system of individualizing each business allows each group company to have its own research/development/production system
12,3,3," In addition, collaboration among group companies enables us to enhance technology resulting in higher quality products"
